Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
33,2,931,1,14,2,3,1,252,3,0,72,2,0,6,1,1,2756,4673,1,0,0,13,0,3,80,1,8,5,2,8,7,1,6,0
40,2,989,1,4,0,3,1,253,3,0,46,2,4,3,2,1,19033,6499,1,0,0,14,0,1,80,1,21,2,2,20,8,9,9,0
55,2,692,1,14,3,3,1,254,2,1,61,3,4,5,1,2,18722,13339,8,0,0,11,0,3,80,0,36,3,2,24,15,2,15,0
34,1,1069,1,2,0,1,1,256,3,1,45,1,1,4,2,1,9547,14074,1,0,0,17,0,2,80,0,10,2,1,10,9,1,9,0
51,2,313,1,3,2,3,1,258,3,0,98,2,3,0,1,2,13734,7192,3,0,0,18,0,2,80,0,21,6,2,7,7,1,0,0
52,2,699,1,1,3,1,1,259,2,1,65,1,4,3,2,1,19999,5678,0,0,0,14,0,0,80,1,34,5,2,33,18,11,9,0
27,2,894,1,9,2,3,1,260,3,0,99,2,0,6,1,2,2279,11781,1,0,0,16,0,3,80,0,7,2,1,7,7,0,3,0
35,2,556,1,23,1,1,1,261,1,1,50,1,1,4,2,1,5916,15497,3,0,1,13,0,0,80,0,8,1,2,1,0,0,1,1
43,0,1344,1,7,2,3,1,262,3,1,37,3,0,6,3,0,2089,5228,4,0,0,14,0,3,80,3,7,3,3,5,4,2,2,0
45,0,1195,1,2,1,3,1,264,0,1,65,1,3,3,3,1,16792,20462,9,0,0,23,1,3,80,1,22,1,2,20,8,11,8,0
37,2,290,1,21,2,1,1,267,1,1,65,3,0,6,0,1,3564,22977,1,0,1,12,0,0,80,1,8,3,1,8,7,1,7,0
35,1,138,1,2,2,3,1,269,1,0,37,2,1,2,1,2,4425,15986,5,0,0,11,0,3,80,0,10,5,2,6,2,1,2,0
42,0,926,1,21,1,3,1,270,2,0,36,2,1,4,2,0,5265,16439,2,0,0,16,0,1,80,1,11,5,2,5,3,0,2,0
38,2,1261,1,2,3,1,1,271,3,1,88,2,1,4,2,1,6553,7259,9,0,0,14,0,1,80,0,14,3,2,1,0,0,0,0
38,2,1084,1,29,2,5,1,273,3,1,54,2,1,4,3,1,6261,4185,3,0,0,18,0,0,80,1,9,3,0,7,7,1,7,0
27,1,472,1,1,0,5,1,274,2,1,60,1,1,4,0,1,4298,9679,5,0,0,19,0,2,80,1,6,1,2,2,2,2,0,0
49,0,1002,1,18,3,1,1,275,3,1,92,2,1,4,3,0,6804,23793,1,0,1,15,0,0,80,2,7,0,2,7,7,1,7,0
34,1,878,1,10,3,3,1,277,3,1,43,2,0,6,2,0,3815,5972,1,0,1,17,0,3,80,1,5,4,3,5,3,2,0,0
40,2,905,1,19,1,3,1,281,2,1,99,2,1,2,3,1,2741,16523,8,0,1,15,0,2,80,1,15,2,3,7,2,3,7,0
38,2,1180,1,29,0,3,1,282,1,1,70,2,1,0,0,1,6673,11354,7,0,1,19,0,1,80,0,17,2,2,1,0,0,0,1
29,2,121,2,27,2,2,1,283,1,0,35,2,2,7,3,1,7639,24525,1,0,0,22,1,3,80,3,10,3,1,10,4,1,9,1
22,2,1136,1,5,2,1,1,284,3,1,60,3,0,6,1,0,2328,12392,1,0,1,16,0,0,80,1,4,2,1,4,2,2,2,0
36,1,635,1,18,0,3,1,286,1,0,73,2,0,2,3,2,2153,7703,1,0,0,13,0,0,80,0,8,2,2,8,1,1,7,0
40,0,1151,1,9,4,1,1,287,3,1,63,1,1,0,3,1,4876,14242,9,0,0,14,0,3,80,1,5,5,0,3,2,0,2,0
46,2,644,1,1,3,3,1,288,3,1,97,2,2,0,0,0,9396,12368,7,0,0,16,0,2,80,1,17,3,2,4,2,0,3,0
32,2,1045,2,4,3,3,1,291,3,1,32,0,2,7,3,1,10400,25812,1,0,0,11,0,2,80,0,14,2,1,14,8,9,8,1
30,0,829,1,1,0,1,1,292,2,1,88,1,2,4,2,2,8474,20925,1,0,0,22,1,2,80,0,12,2,2,11,8,5,8,0
27,1,1242,2,20,2,1,1,293,3,0,90,2,1,7,2,2,9981,12916,1,0,0,14,0,3,80,0,7,2,2,7,7,0,7,0
51,2,1469,1,8,3,1,1,296,1,1,81,1,2,5,1,1,12490,15736,5,0,0,16,0,3,80,2,16,5,0,10,9,4,7,0
30,2,1005,1,3,2,5,1,297,3,0,88,2,0,6,0,2,2657,8556,5,0,1,11,0,2,80,0,8,5,2,5,2,0,4,1
41,2,896,2,6,2,1,1,298,3,0,75,2,2,3,3,2,13591,14674,3,0,1,18,0,2,80,0,16,3,2,1,0,0,0,0
30,1,334,2,26,3,2,1,299,2,0,52,1,1,7,0,2,6696,22967,5,0,0,15,0,2,80,0,9,5,1,6,3,0,1,1
29,2,992,1,1,2,5,1,300,2,1,85,2,0,6,2,2,2058,19757,0,0,0,14,0,3,80,0,7,1,1,6,2,1,5,1
45,0,1052,2,6,2,3,1,302,3,0,57,1,2,7,3,2,8865,16840,6,0,0,12,0,3,80,0,23,2,2,19,7,12,8,0
54,2,1147,2,3,2,2,1,303,3,0,52,2,1,7,0,1,5940,17011,2,0,0,14,0,3,80,1,16,4,2,6,2,0,5,0
36,2,1396,1,5,1,1,1,304,3,1,62,2,1,2,1,2,5914,9945,8,0,0,16,0,3,80,0,16,3,3,13,11,3,7,0
33,2,147,1,4,3,3,1,305,2,0,47,1,0,6,1,1,2622,13248,6,0,0,21,1,3,80,0,7,3,2,3,2,1,1,0
37,1,663,1,11,2,4,1,306,1,1,47,2,2,5,3,0,12185,10056,1,0,1,14,0,2,80,3,10,1,2,10,8,0,7,0
38,2,119,2,3,2,1,1,307,0,1,76,2,2,7,2,0,10609,9647,0,0,0,12,0,2,80,2,17,6,1,16,10,5,13,0
31,0,979,1,1,3,3,1,308,2,1,90,0,1,4,2,1,4345,4381,0,0,0,12,0,3,80,1,6,2,2,5,4,1,4,0
59,2,142,1,3,2,1,1,309,2,1,70,1,0,6,3,1,2177,8456,3,0,0,17,0,0,80,1,7,6,2,1,0,0,0,0
37,1,319,2,4,3,2,1,311,0,1,41,2,0,8,3,0,2793,2539,4,0,0,17,0,2,80,1,13,2,2,9,8,5,8,0
29,1,1413,2,1,0,3,1,312,1,0,42,2,2,7,3,1,7918,6599,1,0,0,14,0,3,80,1,11,5,2,11,10,4,1,0
35,1,944,2,1,2,2,1,314,2,0,92,2,2,7,2,2,8789,9096,1,0,0,14,0,0,80,0,10,3,3,10,7,0,8,0
29,2,896,1,18,0,3,1,315,2,1,86,1,0,6,3,2,2389,14961,1,0,1,13,0,2,80,0,4,3,1,4,3,0,1,1
52,2,1323,1,2,2,1,1,316,2,0,89,1,0,2,3,2,3212,3300,7,0,0,15,0,1,80,0,6,3,1,2,2,2,2,0
42,2,532,1,4,1,5,1,319,2,1,58,2,4,3,3,1,19232,4933,1,0,0,11,0,3,80,0,22,3,2,22,17,11,15,0
59,2,818,0,6,1,3,1,321,1,1,52,2,0,1,2,1,2267,25657,8,0,0,17,0,3,80,0,7,2,1,2,2,2,2,0
50,2,854,2,1,3,3,1,323,3,0,68,2,4,3,3,0,19517,24118,3,0,0,11,0,2,80,1,32,3,1,7,0,0,6,0
33,2,813,1,14,2,3,1,325,2,1,58,2,0,2,3,1,2436,22149,5,0,1,13,0,2,80,1,8,2,0,5,4,0,4,1
43,2,1034,2,16,2,2,1,327,3,0,80,2,3,3,3,1,16064,7744,5,0,1,22,1,2,80,1,22,3,2,17,13,1,9,0
33,2,465,1,2,1,1,1,328,0,0,39,2,0,2,0,1,2707,21509,7,0,0,20,1,0,80,0,13,3,3,9,7,1,7,1
52,0,771,2,2,3,1,1,329,0,1,79,1,4,3,2,2,19068,21030,1,0,1,18,0,3,80,0,33,2,3,33,7,15,12,0
32,2,1401,2,4,1,1,1,330,2,0,56,2,0,8,1,1,3931,20990,2,0,0,11,0,0,80,1,6,5,2,4,3,1,2,0
32,2,515,1,1,2,1,1,331,3,1,62,1,0,2,2,2,3730,9571,0,0,1,14,0,3,80,0,4,2,0,3,2,1,2,1
39,2,1431,1,1,3,3,1,332,2,0,96,2,0,2,2,0,2232,15417,7,0,0,14,0,2,80,3,7,1,2,3,2,1,2,0
32,0,976,2,26,3,2,1,333,2,1,100,2,1,7,3,1,4465,12069,0,0,0,18,0,0,80,0,4,2,2,3,2,2,2,0
41,2,1411,1,19,1,1,1,334,2,1,36,2,1,6,0,0,3072,19877,2,0,0,16,0,0,80,2,17,2,1,1,0,0,0,0
40,2,1300,1,24,1,5,1,335,0,1,62,2,1,6,3,0,3319,24447,1,0,0,17,0,0,80,2,9,3,2,9,8,4,7,0
45,2,252,1,1,2,4,1,336,2,1,70,3,4,3,3,1,19202,15970,0,0,0,11,0,2,80,1,25,2,2,24,0,1,7,0
31,1,1327,1,3,3,3,1,337,1,1,73,2,2,5,2,0,13675,13523,9,0,0,12,0,0,80,1,9,3,2,2,2,2,2,0
33,2,832,1,5,3,1,1,338,2,0,63,1,0,6,3,1,2911,14776,1,0,0,13,0,2,80,1,2,2,1,2,2,0,2,0
34,2,470,1,2,3,1,1,339,3,1,84,1,1,4,0,1,5957,23687,6,0,0,13,0,1,80,1,13,3,2,11,9,5,9,0
37,2,1017,1,1,1,3,1,340,2,0,83,1,0,6,0,1,3920,18697,2,0,0,14,0,0,80,1,17,2,1,3,1,0,2,0
45,1,1199,1,7,3,1,1,341,0,1,77,3,1,4,2,1,6434,5118,4,0,0,17,0,3,80,1,9,1,2,3,2,0,2,0
37,1,504,1,10,2,3,1,342,0,1,61,2,2,4,2,0,10048,22573,6,0,0,11,0,1,80,2,17,5,2,1,0,0,0,1
39,1,505,1,2,3,5,1,343,2,0,64,2,2,0,2,2,10938,6420,0,0,0,25,1,3,80,0,20,1,2,19,6,11,8,0
29,2,665,1,15,2,1,1,346,2,1,60,2,0,6,3,2,2340,22673,1,0,0,19,0,0,80,0,6,1,2,6,5,1,5,0
42,2,916,1,17,1,1,1,347,3,0,82,3,1,6,0,2,6545,23016,3,0,1,13,0,2,80,0,10,1,2,3,2,0,2,0
29,2,1247,2,20,1,2,1,349,3,1,45,2,1,7,3,0,6931,10732,2,0,0,14,0,3,80,1,10,2,2,3,2,0,2,0
25,2,685,1,1,2,1,1,350,0,0,62,2,1,4,2,1,4898,7505,0,0,0,12,0,3,80,2,5,3,2,4,2,1,2,0
42,2,269,1,2,2,3,1,351,3,0,56,1,0,2,0,0,2593,8007,0,0,1,11,0,2,80,1,10,4,2,9,6,7,8,0
40,2,1416,1,2,1,3,1,352,0,1,49,2,4,5,2,0,19436,5949,0,0,0,19,0,3,80,1,22,5,2,21,7,3,9,0
51,2,833,1,1,2,1,1,353,2,1,96,2,0,6,3,1,2723,23231,1,0,0,11,0,1,80,0,1,0,1,1,0,0,0,0
31,1,307,1,29,1,3,1,355,2,1,71,1,0,2,1,2,3479,11652,0,0,0,11,0,1,80,0,6,2,3,5,4,1,4,1
32,1,1311,1,7,2,1,1,359,1,1,100,3,0,2,1,1,2794,26062,1,0,0,20,1,2,80,0,5,3,0,5,1,0,3,0
38,0,1327,2,2,1,1,1,361,3,1,39,1,1,7,3,1,5249,19682,3,0,0,18,0,3,80,1,13,0,2,8,7,7,5,0
32,2,128,1,2,0,5,1,362,3,1,84,1,1,2,0,2,2176,19737,4,0,0,13,0,3,80,0,9,5,2,6,2,0,4,0
46,2,488,2,2,2,5,1,363,2,0,75,0,3,3,1,1,16872,14977,3,0,1,12,0,1,80,1,28,2,1,7,7,7,7,0
28,2,529,1,2,3,1,1,364,0,1,79,2,0,2,2,2,3485,14935,2,0,0,11,0,2,80,0,5,5,0,0,0,0,0,1
29,2,1210,2,2,2,3,1,366,0,1,78,1,1,7,1,1,6644,3687,2,0,0,19,0,1,80,2,10,2,2,0,0,0,0,0
31,2,1463,1,23,2,3,1,367,1,1,64,1,1,0,3,1,5582,14408,0,0,0,21,1,1,80,1,10,2,2,9,0,7,8,0
25,0,675,1,5,1,1,1,369,1,1,85,3,1,0,0,0,4000,18384,1,0,0,12,0,3,80,2,6,2,2,6,3,1,5,0
45,2,1385,1,20,1,3,1,372,2,1,79,2,3,0,3,1,13496,7501,0,0,1,14,0,1,80,0,21,2,2,20,7,4,10,0
36,2,1403,1,6,2,1,1,373,3,1,47,2,0,2,3,1,3210,20251,0,0,0,11,0,2,80,1,16,4,2,15,13,10,11,0
55,2,452,1,1,2,3,1,374,3,1,81,2,4,3,0,2,19045,18938,0,0,1,14,0,2,80,0,37,2,2,36,10,4,13,0
47,0,666,1,29,3,1,1,376,0,1,88,2,2,3,1,1,11849,10268,1,0,1,12,0,3,80,1,10,2,1,10,7,9,9,1
28,2,1158,1,9,2,3,1,377,3,1,94,2,0,6,3,1,2070,2613,1,0,0,23,1,3,80,1,5,3,1,5,2,0,4,0
37,2,228,2,6,3,3,1,378,2,1,98,2,1,7,3,1,6502,22825,4,0,0,14,0,1,80,1,7,5,3,5,4,0,1,0
21,2,996,1,3,1,3,1,379,3,1,100,1,0,6,2,2,3230,10531,1,0,0,17,0,0,80,0,3,4,3,3,2,1,0,0
37,0,728,1,1,3,3,1,380,0,0,80,2,2,5,3,0,13603,11677,2,0,1,18,0,0,80,2,15,2,2,5,2,0,2,0
35,2,1315,1,22,2,1,1,381,1,0,71,3,2,3,1,0,11996,19100,7,0,0,18,0,1,80,1,10,6,1,7,7,6,2,0
38,2,322,2,7,1,3,1,382,0,0,44,3,1,7,0,0,5605,19191,1,0,1,24,1,2,80,1,8,3,2,8,0,7,7,0
26,1,1479,1,1,2,1,1,384,2,0,84,2,1,4,1,0,6397,26767,1,0,0,20,1,0,80,1,6,6,0,6,5,1,4,0
50,2,797,1,4,0,1,1,385,0,1,96,2,4,5,1,0,19144,15815,3,0,0,14,0,0,80,2,28,4,1,10,4,1,6,0
53,2,1070,1,3,3,3,1,386,2,1,45,2,3,5,2,1,17584,21016,3,0,1,16,0,3,80,3,21,5,1,5,3,1,3,0
42,2,635,2,1,0,1,1,387,1,1,99,2,1,7,2,1,4907,24532,1,0,0,25,1,2,80,0,20,3,2,20,16,11,6,0
29,1,442,2,2,1,1,1,388,1,1,44,2,1,7,3,2,4554,20260,1,0,0,18,0,0,80,0,10,3,1,10,7,0,9,0
55,2,147,1,20,1,5,1,389,1,1,37,2,1,2,3,1,5415,15972,3,0,1,19,0,3,80,1,12,4,2,10,7,0,8,0
26,1,496,1,11,1,3,1,390,0,1,60,2,1,0,0,1,4741,22722,1,0,1,13,0,2,80,1,5,3,2,5,3,3,3,0
37,2,1372,1,1,2,1,1,391,3,0,42,2,0,6,3,2,2115,15881,1,0,0,12,0,1,80,0,17,3,2,17,12,5,7,0
44,1,920,1,24,2,1,1,392,3,1,43,2,0,2,2,0,3161,19920,3,0,1,22,1,3,80,1,19,0,0,1,0,0,0,1
38,2,688,1,23,3,1,1,393,3,1,82,2,1,0,3,0,5745,18899,9,0,0,14,0,1,80,1,10,2,2,2,2,1,2,0
26,2,1449,1,16,3,3,1,394,0,1,45,2,0,2,1,0,2373,14180,2,0,1,13,0,3,80,1,5,2,2,3,2,0,2,1
28,2,1117,1,8,1,1,1,395,3,0,66,2,0,6,3,2,3310,4488,1,0,0,21,1,3,80,0,5,3,2,5,3,0,2,0
49,1,636,1,10,3,1,1,396,2,0,35,2,4,5,0,2,18665,25594,9,0,1,11,0,3,80,0,22,4,2,3,2,1,2,0
36,2,506,1,3,2,5,1,397,2,1,30,2,1,6,1,2,4485,26285,4,0,0,12,0,3,80,0,10,2,2,8,0,7,7,0
31,1,444,2,5,2,2,1,399,3,0,84,2,0,8,1,0,2789,3909,1,0,0,11,0,2,80,1,2,5,1,2,2,2,2,0
26,2,950,2,4,3,2,1,401,3,1,48,1,1,7,3,2,5828,8450,1,0,1,12,0,1,80,0,8,0,2,8,7,7,4,1
37,1,889,1,9,2,3,1,403,1,1,53,2,0,6,3,1,2326,11411,1,0,1,12,0,2,80,3,4,3,1,4,2,1,2,0
42,1,555,2,26,2,2,1,404,2,0,77,2,3,7,1,1,13525,14864,5,0,0,14,0,3,80,1,23,2,3,20,4,4,8,0
18,2,230,1,3,2,1,1,405,2,1,54,2,0,2,2,2,1420,25233,1,0,0,13,0,2,80,0,0,2,2,0,0,0,0,1
35,2,1232,2,16,2,2,1,406,2,1,96,2,2,7,1,1,8020,5100,0,0,0,15,0,2,80,2,12,3,1,11,9,6,9,0
36,1,566,1,18,3,1,1,407,2,1,81,3,0,2,3,1,3688,7122,4,0,0,18,0,3,80,2,4,2,2,1,0,0,0,0
51,2,1302,1,2,2,3,1,408,3,1,84,0,1,4,1,0,5482,16321,5,0,0,18,0,3,80,1,13,3,2,4,1,1,2,0
41,2,334,2,2,3,1,1,410,3,1,88,2,3,3,1,2,16015,15896,1,0,0,19,0,1,80,0,22,2,2,22,10,0,4,0
18,2,812,2,10,2,3,1,411,3,0,69,1,0,8,2,2,1200,9724,1,0,0,12,0,0,80,0,0,2,2,0,0,0,0,0
28,2,1476,1,16,1,3,1,412,1,1,68,3,1,0,0,2,5661,4824,0,0,0,19,0,2,80,0,9,2,2,8,3,0,7,0
31,2,218,2,7,2,5,1,416,1,1,100,3,1,7,3,1,6929,12241,4,0,0,11,0,1,80,1,10,3,1,8,7,7,7,0
39,2,1132,1,1,2,3,1,417,2,1,48,3,2,0,3,0,9613,10942,0,0,0,17,0,0,80,3,19,5,1,18,10,3,7,0
36,0,1105,1,24,3,1,1,419,1,0,47,2,1,2,1,1,5674,6927,7,0,0,15,0,2,80,1,11,3,2,9,8,0,8,0
32,2,906,2,7,2,1,1,420,3,1,91,1,1,7,2,1,5484,16985,1,0,0,14,0,2,80,1,13,3,1,13,8,4,8,0
38,2,849,1,25,1,1,1,421,0,0,81,1,2,5,1,1,12061,26707,3,0,0,17,0,2,80,1,19,2,2,10,8,0,1,0
58,0,390,1,1,3,1,1,422,3,1,32,0,1,0,2,0,5660,17056,2,0,1,13,0,3,80,1,12,2,2,5,3,1,2,0
31,2,691,1,5,3,5,1,423,2,1,86,2,0,6,3,1,4821,10077,0,0,1,12,0,2,80,1,6,4,2,5,2,0,3,0
31,2,106,0,2,2,0,1,424,0,1,62,1,1,1,0,1,6410,17822,3,0,0,12,0,3,80,0,9,1,2,2,2,1,0,0
45,1,1249,1,7,2,1,1,425,0,1,97,2,2,2,0,0,5210,20308,1,0,0,18,0,0,80,1,24,2,2,24,9,9,11,0
31,2,192,1,2,3,1,1,426,2,1,32,2,0,6,3,0,2695,7747,0,0,1,18,0,1,80,1,3,2,0,2,2,2,2,0
33,1,553,1,5,3,1,1,428,3,0,74,2,2,3,1,1,11878,23364,6,0,0,11,0,1,80,2,12,2,2,10,6,8,8,0
39,2,117,1,10,0,3,1,429,2,1,99,2,3,3,0,1,17068,5355,1,0,1,14,0,3,80,0,21,3,2,21,9,11,10,0
43,1,185,1,10,3,1,1,430,2,0,33,2,0,2,3,2,2455,10675,0,0,0,19,0,0,80,0,9,5,2,8,7,1,7,0
49,2,1091,1,1,1,5,1,431,2,0,90,1,3,0,2,2,13964,17810,7,0,1,12,0,3,80,0,25,2,2,7,1,0,7,0
52,2,723,1,8,3,3,1,433,2,1,85,1,1,6,1,1,4941,17747,2,0,0,15,0,0,80,0,11,3,1,8,2,7,7,1
27,2,1220,1,5,2,1,1,434,2,0,85,2,0,6,1,2,2478,20938,1,0,1,12,0,1,80,0,4,2,1,4,3,1,2,0
32,2,588,2,8,1,5,1,436,2,0,65,1,1,7,1,1,5228,24624,1,0,1,11,0,3,80,0,13,2,2,13,12,11,9,0
27,2,1377,2,2,2,1,1,437,3,1,74,2,1,7,2,2,4478,5242,1,0,1,11,0,0,80,0,5,3,2,5,4,0,4,0
31,2,691,2,7,2,2,1,438,3,1,73,2,1,7,3,0,7547,7143,4,0,0,12,0,3,80,3,13,3,2,7,7,1,7,0
32,2,1018,1,2,3,3,1,439,0,0,74,3,1,6,3,2,5055,10557,7,0,0,16,0,2,80,0,10,0,1,7,7,0,7,0
28,2,1157,1,2,3,3,1,440,0,1,84,0,0,6,3,1,3464,24737,5,0,1,13,0,3,80,0,5,4,1,3,2,2,2,1
30,2,1275,1,28,1,3,1,441,3,0,64,2,1,6,3,1,5775,11934,1,0,0,13,0,3,80,2,11,2,2,10,8,1,9,0
31,1,798,1,7,1,1,1,442,2,0,48,1,2,4,2,1,8943,14034,1,0,0,24,1,0,80,1,10,2,2,10,9,8,9,0
39,1,672,1,7,1,3,1,444,2,1,54,1,4,3,3,1,19272,21141,1,0,0,15,0,0,80,1,21,2,2,21,9,13,3,0
39,2,1162,2,3,1,3,1,445,3,0,41,2,1,7,2,1,5238,17778,4,0,1,18,0,0,80,0,12,3,1,1,0,0,0,1
33,1,508,2,10,2,2,1,446,1,1,46,1,1,7,3,2,4682,4317,3,0,0,14,0,2,80,0,9,6,1,7,7,0,1,0
47,2,1482,1,5,4,1,1,447,3,1,42,2,4,5,2,1,18300,16375,4,0,0,11,0,1,80,1,21,2,2,3,2,1,1,0
43,1,559,1,10,3,1,1,448,2,0,82,1,1,2,2,0,5257,6227,1,0,0,11,0,1,80,1,9,3,3,9,7,0,0,0
27,0,210,2,1,0,2,1,449,2,1,73,2,1,7,1,1,6349,22107,0,0,1,13,0,3,80,1,6,0,2,5,4,1,4,0
54,1,928,1,20,3,1,1,450,3,0,31,2,1,6,2,2,4869,16885,3,0,0,12,0,3,80,0,20,4,1,4,3,0,3,0
43,2,1001,1,7,2,1,1,451,2,0,43,2,2,0,0,1,9985,9262,8,0,0,16,0,0,80,1,10,1,1,1,0,0,0,0
45,2,549,1,8,3,4,1,452,3,1,75,2,1,6,3,1,3697,9278,9,0,0,14,0,0,80,2,12,3,2,10,9,9,8,0
40,2,1124,2,1,1,3,1,453,1,1,57,0,1,7,3,1,7457,13273,2,0,1,22,1,2,80,3,6,2,1,4,3,0,2,0
29,2,318,1,8,3,4,1,454,1,1,77,0,0,2,0,1,2119,4759,1,0,1,11,0,3,80,0,7,4,1,7,7,0,7,1
29,2,738,1,9,4,4,1,455,1,1,30,1,0,2,3,2,3983,7621,0,0,0,17,0,2,80,0,4,2,2,3,2,2,2,0
30,2,570,2,5,2,2,1,456,3,0,30,1,1,7,2,0,6118,5431,1,0,0,13,0,2,80,3,10,2,2,10,9,1,2,0
27,2,1130,2,8,3,2,1,458,1,0,56,2,1,7,1,1,6214,3415,1,0,0,18,0,0,80,1,8,3,2,8,7,0,7,0
37,2,1192,1,5,1,3,1,460,3,1,61,2,1,4,3,0,6347,23177,7,0,0,16,0,2,80,2,8,2,1,6,2,0,4,0
38,2,343,1,15,1,1,1,461,2,1,92,1,2,5,3,0,11510,15682,0,0,1,14,0,1,80,1,12,3,2,11,10,2,9,0
31,2,1232,1,7,3,3,1,462,2,0,39,2,2,4,3,2,7143,25713,1,0,1,14,0,2,80,0,11,2,1,11,9,4,10,0
29,2,144,2,10,0,2,1,463,3,0,39,1,1,7,1,0,8268,11866,1,0,1,14,0,0,80,2,7,2,2,7,7,1,7,0
35,2,1296,1,5,3,5,1,464,2,1,62,2,2,4,1,2,8095,18264,0,0,0,13,0,3,80,0,17,5,2,16,6,0,13,0
23,2,1309,1,26,0,1,1,465,2,1,83,2,0,6,3,0,2904,16092,1,0,0,12,0,2,80,2,4,2,1,4,2,0,2,0
41,2,483,1,6,2,3,1,466,3,1,95,1,1,4,1,2,6032,10110,6,0,1,15,0,3,80,0,8,3,2,5,4,1,2,0
47,1,1309,2,4,0,3,1,467,1,1,99,2,1,8,2,2,2976,25751,3,0,0,19,0,0,80,0,5,3,2,0,0,0,0,0
42,2,810,1,23,4,1,1,468,0,0,44,2,3,5,3,2,15992,15901,2,0,0,14,0,1,80,0,16,2,2,1,0,0,0,0
29,0,746,2,2,2,1,1,469,3,1,61,2,1,7,2,1,4649,16928,1,0,0,14,0,0,80,1,4,3,1,4,3,0,2,0
42,2,544,0,2,0,5,1,470,2,1,52,2,0,1,2,0,2696,24017,0,0,1,11,0,2,80,1,4,5,2,3,2,1,0,0
32,2,1062,1,2,2,3,1,471,2,0,75,2,0,2,1,1,2370,3956,1,0,0,13,0,2,80,1,8,4,2,8,0,0,7,0
48,2,530,2,29,0,3,1,473,0,0,91,2,2,3,2,1,12504,23978,3,0,0,21,1,1,80,1,15,3,0,0,0,0,0,0
37,2,1319,1,6,2,3,1,474,2,1,51,3,1,6,0,0,5974,17001,4,0,1,13,0,0,80,2,13,2,2,7,7,6,7,0
30,0,641,2,25,1,5,1,475,3,0,85,2,1,7,2,1,4736,6069,7,0,1,12,0,1,80,1,4,2,3,2,2,2,2,0
26,2,933,2,1,2,1,1,476,2,1,57,2,1,7,2,1,5296,20156,1,0,0,17,0,1,80,1,8,3,2,8,7,7,7,0
42,2,1332,1,2,3,4,1,477,0,1,98,1,1,0,3,2,6781,17078,3,0,0,23,1,1,80,0,14,6,2,1,0,0,0,0
21,1,756,2,1,0,5,1,478,0,0,99,1,0,8,1,2,2174,9150,1,0,1,11,0,2,80,0,3,3,2,3,2,1,2,1
36,0,845,2,1,4,3,1,479,3,0,45,2,1,7,3,2,6653,15276,4,0,0,15,0,1,80,0,7,6,2,1,0,0,0,0
36,1,541,2,3,3,3,1,481,0,1,48,1,2,7,3,1,9699,7246,4,0,0,11,0,0,80,1,16,2,2,13,9,1,12,0
57,2,593,1,1,3,3,1,482,3,1,88,2,1,0,2,1,6755,2967,2,0,0,11,0,2,80,0,15,2,2,3,2,1,2,0
40,2,1171,1,10,3,1,1,483,3,0,46,3,0,2,2,1,2213,22495,3,0,1,13,0,2,80,1,10,3,2,7,7,1,7,0
21,0,895,2,9,1,3,1,484,0,1,39,2,0,8,3,2,2610,2851,1,0,0,24,1,2,80,0,3,3,1,3,2,2,2,0
33,2,350,2,5,2,2,1,485,3,0,34,2,0,8,2,2,2851,9150,1,0,1,13,0,1,80,0,1,2,2,1,0,0,0,1
37,2,921,1,10,2,3,1,486,2,0,98,2,0,2,0,1,3452,17663,6,0,0,20,1,1,80,1,17,3,2,5,4,0,3,0
46,0,1144,1,7,3,3,1,487,2,0,30,2,1,4,2,1,5258,16044,2,0,0,14,0,2,80,0,7,2,3,1,0,0,0,0
41,1,143,2,4,2,2,1,488,0,1,56,2,1,7,1,2,9355,9558,1,0,0,18,0,2,80,0,8,5,2,8,7,7,7,1
50,2,1046,1,10,2,5,1,491,3,1,100,1,2,0,3,2,10496,2755,6,0,0,15,0,3,80,0,20,2,2,4,3,1,3,0
40,2,575,2,22,1,2,1,492,2,1,68,1,1,7,2,1,6380,6110,2,0,1,12,0,0,80,2,8,6,2,6,4,1,0,1
31,2,408,1,9,3,1,1,493,2,1,42,1,0,6,1,2,2657,7551,0,0,1,16,0,3,80,0,3,5,2,2,2,2,2,0
21,2,156,2,12,2,1,1,494,2,0,90,3,0,8,1,2,2716,25422,1,0,0,15,0,3,80,0,1,0,2,1,0,0,0,1
29,2,1283,1,23,2,1,1,495,3,1,54,2,0,6,3,2,2201,18168,9,0,0,16,0,3,80,0,6,4,2,3,2,1,2,0
35,2,755,1,9,3,1,1,496,2,1,97,1,1,0,1,2,6540,19394,9,0,0,19,0,2,80,0,10,5,2,1,1,0,0,0
27,2,1469,1,1,1,3,1,497,3,1,82,2,0,2,1,0,3816,17881,1,0,0,11,0,1,80,1,5,2,2,5,2,0,4,0
